date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:44:42	1684/1684	---M--	200	added ('OK')	application/javascript	date:Sun,%2019%20Sep%202021%2011:30:44%20GMT	https://almaarif.org/wp-content/plugins/charitable/assets/js/libraries/js-cookie.min.js?ver=2.1.4	C:/My%20Web%20Sites/ENAZAM/almaarif.org/wp-content/plugins/charitable/assets/js/libraries/js-cookie.min6b25.js	(from https://almaarif.org/)
15:44:43	1817/1817	---M--	200	added ('OK')	application/javascript	date:Sun,%2019%20Sep%202021%2011:30:44%20GMT	https://almaarif.org/wp-content/plugins/charitable/assets/js/charitable-session.min.js?ver=1.6.53	C:/My%20Web%20Sites/ENAZAM/almaarif.org/wp-content/plugins/charitable/assets/js/charitable-session.minbf5c.js	(from https://almaarif.org/)
15:44:44	6406/6406	---M--	200	added ('OK')	application/javascript	date:Sun,%2019%20Sep%202021%2011:41:58%20GMT	https://almaarif.org/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.7	C:/My%20Web%20Sites/ENAZAM/almaarif.org/wp-includes/js/dist/vendor/regenerator-runtime.minb36a.js	(from https://almaarif.org/)
15:44:48	16470/16470	---M--	200	added ('OK')	application/javascript	date:Sun,%2019%20Sep%202021%2011:41:58%20GMT	https://almaarif.org/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/My%20Web%20Sites/ENAZAM/almaarif.org/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://almaarif.org/)
15:44:49	11224/11224	---M--	200	added ('OK')	application/javascript	date:Sun,%2010%20Jan%202021%2020:27:18%20GMT	https://almaarif.org/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/ENAZAM/almaarif.org/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://almaarif.org/)
15:44:50	89521/89521	---M--	200	added ('OK')	application/javascript	date:Sun,%2019%20Sep%202021%2011:42:01%20GMT	https://almaarif.org/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/My%20Web%20Sites/ENAZAM/almaarif.org/wp-includes/js/jquery/jquery.minaf6c.js	(from https://almaarif.org/)
15:44:50	3380/3380	---M--	200	added ('OK')	application/javascript	date:Thu,%2004%20Feb%202021%2003:38:10%20GMT	https://almaarif.org/wp-includes/js/jquery/ui/mouse.min.js?ver=1.12.1	C:/My%20Web%20Sites/ENAZAM/almaarif.org/wp-includes/js/jquery/ui/mouse.min35d0.js	(from https://almaarif.org/)
15:44:51	20787/20787	---M--	200	added ('OK')	application/javascript	date:Thu,%2015%20Apr%202021%2021:52:59%20GMT	https://almaarif.org/wp-includes/js/jquery/ui/core.min.js?ver=1.12.1	C:/My%20Web%20Sites/ENAZAM/almaarif.org/wp-includes/js/jquery/ui/core.min35d0.js	(from https://almaarif.org/)
15:44:53	24782/24782	---M--	200	added ('OK')	application/javascript	date:Sun,%2019%20Sep%202021%2011:42:01%20GMT	https://almaarif.org/wp-includes/js/jquery/ui/sortable.min.js?ver=1.12.1	C:/My%20Web%20Sites/ENAZAM/almaarif.org/wp-includes/js/jquery/ui/sortable.min35d0.js	(from https://almaarif.org/)
15:44:53	9531/9531	---M--	200	added ('OK')	application/javascript	date:Thu,%2015%20Apr%202021%2021:52:59%20GMT	https://almaarif.org/wp-includes/js/jquery/ui/menu.min.js?ver=1.12.1	C:/My%20Web%20Sites/ENAZAM/almaarif.org/wp-includes/js/jquery/ui/menu.min35d0.js	(from https://almaarif.org/)
15:44:56	36148/36148	---M--	200	added ('OK')	application/javascript	date:Sun,%2019%20Sep%202021%2011:42:01%20GMT	https://almaarif.org/wp-includes/js/jquery/ui/datepicker.min.js?ver=1.12.1	C:/My%20Web%20Sites/ENAZAM/almaarif.org/wp-includes/js/jquery/ui/datepicker.min35d0.js	(from https://almaarif.org/)
15:44:57	1257/1257	---M--	200	added ('OK')	application/javascript	date:Sun,%2019%20Sep%202021%2011:41:58%20GMT	https://almaarif.org/wp-includes/js/dist/dom-ready.min.js?ver=71883072590656bf22c74c7b887df3dd	C:/My%20Web%20Sites/ENAZAM/almaarif.org/wp-includes/js/dist/dom-ready.min7354.js	(from https://almaarif.org/)
15:44:57	5440/5440	---M--	200	added ('OK')	application/javascript	date:Sun,%2019%20Sep%202021%2011:42:01%20GMT	https://almaarif.org/wp-includes/js/dist/hooks.min.js?ver=a7edae857aab69d69fa10d5aef23a5de	C:/My%20Web%20Sites/ENAZAM/almaarif.org/wp-includes/js/dist/hooks.mine16b.js	(from https://almaarif.org/)
15:44:59	9866/9866	---M--	200	added ('OK')	application/javascript	date:Sun,%2019%20Sep%202021%2011:41:53%20GMT	https://almaarif.org/wp-includes/js/dist/i18n.min.js?ver=5f1269854226b4dd90450db411a12b79	C:/My%20Web%20Sites/ENAZAM/almaarif.org/wp-includes/js/dist/i18n.min71a7.js	(from https://almaarif.org/)
15:45:02	3009/3009	---M--	200	added ('OK')	application/javascript	date:Sun,%2019%20Sep%202021%2011:41:58%20GMT	https://almaarif.org/wp-includes/js/dist/a11y.min.js?ver=0ac8327cc1c40dcfdf29716affd7ac63	C:/My%20Web%20Sites/ENAZAM/almaarif.org/wp-includes/js/dist/a11y.minac6e.js	(from https://almaarif.org/)
15:45:04	8539/8539	---M--	200	added ('OK')	application/javascript	date:Thu,%2004%20Feb%202021%2003:38:10%20GMT	https://almaarif.org/wp-includes/js/jquery/ui/autocomplete.min.js?ver=1.12.1	C:/My%20Web%20Sites/ENAZAM/almaarif.org/wp-includes/js/jquery/ui/autocomplete.min35d0.js	(from https://almaarif.org/)
15:45:08	18472/18472	---M--	200	added ('OK')	application/javascript	date:Thu,%2004%20Feb%202021%2003:38:10%20GMT	https://almaarif.org/wp-includes/js/jquery/ui/resizable.min.js?ver=1.12.1	C:/My%20Web%20Sites/ENAZAM/almaarif.org/wp-includes/js/jquery/ui/resizable.min35d0.js	(from https://almaarif.org/)
15:45:09	18291/18291	---M--	200	added ('OK')	application/javascript	date:Thu,%2004%20Feb%202021%2003:38:10%20GMT	https://almaarif.org/wp-includes/js/jquery/ui/draggable.min.js?ver=1.12.1	C:/My%20Web%20Sites/ENAZAM/almaarif.org/wp-includes/js/jquery/ui/draggable.min35d0.js	(from https://almaarif.org/)
15:45:10	4365/4365	---M--	200	added ('OK')	application/javascript	date:Thu,%2004%20Feb%202021%2003:38:10%20GMT	https://almaarif.org/wp-includes/js/jquery/ui/controlgroup.min.js?ver=1.12.1	C:/My%20Web%20Sites/ENAZAM/almaarif.org/wp-includes/js/jquery/ui/controlgroup.min35d0.js	(from https://almaarif.org/)
15:45:11	4368/4368	---M--	200	added ('OK')	application/javascript	date:Thu,%2004%20Feb%202021%2003:38:10%20GMT	https://almaarif.org/wp-includes/js/jquery/ui/checkboxradio.min.js?ver=1.12.1	C:/My%20Web%20Sites/ENAZAM/almaarif.org/wp-includes/js/jquery/ui/checkboxradio.min35d0.js	(from https://almaarif.org/)
15:45:11	5570/5570	---M--	200	added ('OK')	application/javascript	date:Thu,%2004%20Feb%202021%2003:38:10%20GMT	https://almaarif.org/wp-includes/js/jquery/ui/button.min.js?ver=1.12.1	C:/My%20Web%20Sites/ENAZAM/almaarif.org/wp-includes/js/jquery/ui/button.min35d0.js	(from https://almaarif.org/)
15:45:12	12782/12782	---M--	200	added ('OK')	application/javascript	date:Thu,%2015%20Apr%202021%2021:52:59%20GMT	https://almaarif.org/wp-includes/js/jquery/ui/dialog.min.js?ver=1.12.1	C:/My%20Web%20Sites/ENAZAM/almaarif.org/wp-includes/js/jquery/ui/dialog.min35d0.js	(from https://almaarif.org/)
15:45:17	110419/110419	---M--	200	added ('OK')	application/javascript	date:Sun,%2001%20Nov%202020%2023:09:18%20GMT	https://almaarif.org/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.tools.min.js?ver=5.4.8.1	C:/My%20Web%20Sites/ENAZAM/almaarif.org/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.tools.min84f5.js	(from https://almaarif.org/)
15:45:17	82748/82748	---M--	200	added ('OK')	application/javascript	date:Sun,%2019%20Sep%202021%2011:23:23%20GMT	https://almaarif.org/wp-content/plugins/events-manager/includes/js/events-manager.js?ver=5.99911	C:/My%20Web%20Sites/ENAZAM/almaarif.org/wp-content/plugins/events-manager/includes/js/events-manager7f60.js	(from https://almaarif.org/)
15:45:18	1108/1108	---M--	200	added ('OK')	application/javascript	date:Sun,%2019%20Sep%202021%2011:36:59%20GMT	https://almaarif.org/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/ultimate-params.min.js?ver=3.19.10	C:/My%20Web%20Sites/ENAZAM/almaarif.org/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/ultimate-params.min0c0f.js	(from https://almaarif.org/)
15:45:19	21085/21085	---M--	200	added ('OK')	application/javascript	date:Sun,%2019%20Sep%202021%2011:36:59%20GMT	https://almaarif.org/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/custom.min.js?ver=3.19.10	C:/My%20Web%20Sites/ENAZAM/almaarif.org/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/custom.min0c0f.js	(from https://almaarif.org/)
15:45:22	1353/1353	---M--	200	added ('OK')	application/javascript	date:Sun,%2019%20Sep%202021%2011:36:59%20GMT	https://almaarif.org/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/jquery-appear.min.js?ver=3.19.10	C:/My%20Web%20Sites/ENAZAM/almaarif.org/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/jquery-appear.min0c0f.js	(from https://almaarif.org/)
15:45:22	64943/64943	---M--	200	added ('OK')	application/javascript	date:Sun,%2001%20Nov%202020%2023:09:18%20GMT	https://almaarif.org/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.revolution.min.js?ver=5.4.8.1	C:/My%20Web%20Sites/ENAZAM/almaarif.org/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.revolution.min84f5.js	(from https://almaarif.org/)
15:45:22	2694/2694	---M--	200	added ('OK')	application/javascript	date:Sun,%2019%20Sep%202021%2011:36:59%20GMT	https://almaarif.org/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/headings.min.js?ver=3.19.10	C:/My%20Web%20Sites/ENAZAM/almaarif.org/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/headings.min0c0f.js	(from https://almaarif.org/)
15:45:24	9889/9889	---M--	200	added ('OK')	application/javascript	date:Sun,%2019%20Sep%202021%2011:24:31%20GMT	https://almaarif.org/wp-content/plugins/youtube-embed-plus/scripts/ytprefs.min.js?ver=13.4.3	C:/My%20Web%20Sites/ENAZAM/almaarif.org/wp-content/plugins/youtube-embed-plus/scripts/ytprefs.min30e7.js	(from https://almaarif.org/)
15:45:32	78665/78665	---MC-	200	added ('OK')	application/json	date:Mon,%2022%20Aug%202022%2010:45:27%20GMT	https://almaarif.org/wp-json/wp/v2/pages/15809	C:/My%20Web%20Sites/ENAZAM/almaarif.org/wp-json/wp/v2/pages/15809.json	(from https://almaarif.org/)
15:45:33	66205/66205	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Aug%202022%2010:45:30%20GMT	https://almaarif.org/xmlrpc.php?rsd	C:/My%20Web%20Sites/ENAZAM/almaarif.org/xmlrpc.3a0db0.delayed	(from https://almaarif.org/)
15:45:33	1045/1045	---M--	200	added ('OK')	application/xml	date:Wed,%2011%20Dec%202013%2019:49:11%20GMT	https://almaarif.org/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/ENAZAM/almaarif.org/wp-includes/wlwmanifest.xml	(from https://almaarif.org/)
15:45:34	2250/2250	---MC-	200	added ('OK')	application/json	date:Mon,%2022%20Aug%202022%2010:45:33%20GMT	https://almaarif.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Falmaarif.org%2F	C:/My%20Web%20Sites/ENAZAM/almaarif.org/wp-json/oembed/1.0/embed367c.json	(from https://almaarif.org/)
15:45:39	2348/2348	---MC-	200	added ('OK')	text/xml	date:Mon,%2022%20Aug%202022%2010:45:36%20GMT	https://almaarif.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Falmaarif.org%2F&format=xml	C:/My%20Web%20Sites/ENAZAM/almaarif.org/wp-json/oembed/1.0/embedc89a	(from https://almaarif.org/)
15:45:40	141927/141927	---MC-	200	added ('OK')	application/json	date:Mon,%2022%20Aug%202022%2010:45:24%20GMT	https://almaarif.org/wp-json/	C:/My%20Web%20Sites/ENAZAM/almaarif.org/wp-json/index.html	(from https://almaarif.org/)
15:45:40	3097/3097	---M-Z	200	added ('OK')	application/x-javascript	etag:%22172b7916e5a85c8a99be73f23c45a259%22	https://connect.facebook.net/en_US/sdk.js	C:/My%20Web%20Sites/ENAZAM/connect.facebook.net/en_US/sdk.js	(from https://almaarif.org/)
15:46:00	78798/78798	---M--	200	added ('OK')	image/png	date:Thu,%2031%20Dec%202020%2020:40:46%20GMT	https://almaarif.org/wp-content/uploads/2020/11/logo-400-300x300.png	C:/My%20Web%20Sites/ENAZAM/almaarif.org/wp-content/uploads/2020/11/logo-400-300x300.png	(from https://almaarif.org/)
15:46:02	24344/24344	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Mar%202021%2008:28:08%20GMT	https://almaarif.org/wp-content/uploads/2021/03/bism.png	C:/My%20Web%20Sites/ENAZAM/almaarif.org/wp-content/uploads/2021/03/bism.png	(from https://almaarif.org/)
15:46:05	120864/120864	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Jan%202021%2014:32:06%20GMT	https://almaarif.org/wp-content/uploads/2021/01/hb5s.jpg	C:/My%20Web%20Sites/ENAZAM/almaarif.org/wp-content/uploads/2021/01/hb5s.jpg	(from https://almaarif.org/)
15:46:06	19864/19864	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Feb%202022%2011:35:56%20GMT	https://nauthemes.com/wp/taqwa/wp-content/themes/taqwa/assets/images/mosque-icon.png	C:/My%20Web%20Sites/ENAZAM/nauthemes.com/wp/taqwa/wp-content/themes/taqwa/assets/images/mosque-icon.png	(from https://almaarif.org/)
15:46:10	73/73	---M--	200	added ('OK')	image/png	date:Sun,%2001%20Nov%202020%2023:09:17%20GMT	https://almaarif.org/wp-content/plugins/revslider/admin/assets/images/dummy.png	C:/My%20Web%20Sites/ENAZAM/almaarif.org/wp-content/plugins/revslider/admin/assets/images/dummy.png	(from https://almaarif.org/)
15:46:11	45299/45299	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Jan%202021%2014:19:17%20GMT	https://almaarif.org/wp-content/uploads/2021/01/english-logo-header.png	C:/My%20Web%20Sites/ENAZAM/almaarif.org/wp-content/uploads/2021/01/english-logo-header.png	(from https://almaarif.org/)
15:46:11	1322/1322	---M--	200	added ('OK')	image/png	date:Sun,%2001%20Nov%202020%2023:28:33%20GMT	https://almaarif.org/wp-content/uploads/2020/05/prayer-head-shp.png	C:/My%20Web%20Sites/ENAZAM/almaarif.org/wp-content/uploads/2020/05/prayer-head-shp.png	(from https://almaarif.org/)
15:46:15	97462/97462	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Aug%202022%2010:46:11%20GMT	https://almaarif.org/1-about-us/	C:/My%20Web%20Sites/ENAZAM/almaarif.org/1-about-us/index.html	(from https://almaarif.org/)
15:46:16	158426/158426	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Aug%202022%2010:46:10%20GMT	https://almaarif.org/ur/	C:/My%20Web%20Sites/ENAZAM/almaarif.org/ur/index.html	(from https://almaarif.org/)
15:46:24	89009/89009	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Aug%202022%2010:46:19%20GMT	https://almaarif.org/evolutionary-stages-of-the-institute/	C:/My%20Web%20Sites/ENAZAM/almaarif.org/evolutionary-stages-of-the-institute/index.html	(from https://almaarif.org/)
15:46:26	86829/86829	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Aug%202022%2010:46:24%20GMT	https://almaarif.org/words-from-the-founder-of-institute/	C:/My%20Web%20Sites/ENAZAM/almaarif.org/words-from-the-founder-of-institute/index.html	(from https://almaarif.org/)
15:46:30	485416/485416	---M--	200	added ('OK')	text/css	date:Sun,%2019%20Sep%202021%2011:35:44%20GMT	https://almaarif.org/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.6.0.1	C:/My%20Web%20Sites/ENAZAM/almaarif.org/wp-content/plugins/js_composer/assets/css/js_composer.minfb18.css	(from https://almaarif.org/)
15:46:33	86097/86097	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Aug%202022%2010:46:31%20GMT	https://almaarif.org/contact-us-imq/	C:/My%20Web%20Sites/ENAZAM/almaarif.org/contact-us-imq/index.html	(from https://almaarif.org/)
15:46:34	333262/333262	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Dec%202020%2022:48:43%20GMT	https://almaarif.org/wp-content/uploads/2020/12/founder-message-1.jpg	C:/My%20Web%20Sites/ENAZAM/almaarif.org/wp-content/uploads/2020/12/founder-message-1.jpg	(from https://almaarif.org/)
15:46:38	146479/146479	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Aug%202022%2010:46:35%20GMT	https://almaarif.org/complete-teaching-of-quran-e-majeed/	C:/My%20Web%20Sites/ENAZAM/almaarif.org/complete-teaching-of-quran-e-majeed/index.html	(from https://almaarif.org/)
